timestamp,red,ir
1766327427.1821358,121713,115113
1766327427.1930935,121439,115015
1766327427.2040472,121776,115142
1766327427.2150178,121776,115142
1766327427.2259748,121776,115142
1766327427.2369363,121530,115027
1766327427.247896,121841,115186
1766327427.2588499,121841,115186
1766327427.269809,121841,115186
1766327427.2807653,121512,115019
1766327427.2917345,121896,115184
1766327427.30269,121896,115184
1766327427.313647,121532,115030
1766327427.324606,121926,115202
1766327427.335559,121926,115202
1766327427.346511,121926,115202
1766327427.3574638,121571,115039
1766327427.368429,121955,115214
1766327427.3793888,121955,115214
1766327427.3903432,121606,115045
1766327427.4012961,122000,115225
1766327427.412259,122000,115225
1766327427.4233625,122000,115225
1766327427.4344385,121716,115099
1766327427.4454036,122023,115239
1766327427.4564378,122023,115239
1766327427.4674146,122023,115239
1766327427.4783802,121779,115130
1766327427.4893374,121959,115200
1766327427.500295,121959,115200
1766327427.5112667,121829,115150
1766327427.5222323,121598,115047
1766327427.5331943,121598,115047
1766327427.5441682,121598,115047
1766327427.5551226,121882,115162
1766327427.5660906,121424,114963
1766327427.577048,121424,114963
1766327427.5880017,121424,114963
1766327427.5990615,121861,115133
1766327427.6100993,121394,114972
1766327427.6210768,121394,114972
1766327427.6320388,121938,115178
1766327427.6429985,121391,114971
1766327427.6542003,121391,114971
1766327427.6653485,121391,114971
1766327427.6764152,121976,115197
1766327427.687517,121483,115005
1766327427.6986268,121483,115005
1766327427.709759,121969,115186
1766327427.7208695,121570,115035
1766327427.7319748,121570,115035
1766327427.7430727,121570,115035
1766327427.754257,121874,115156
1766327427.7668793,121640,115081
1766327427.7779627,121640,115081
1766327427.7890558,121498,114960
1766327427.8001423,121640,115088
1766327427.811135,121640,115088
1766327427.8221092,121640,115088
1766327427.8330605,121297,114910
1766327427.8440342,121623,115065
1766327427.854991,121623,115065
1766327427.865965,121623,115065
1766327427.87692,121281,114914
1766327427.8878748,121700,115099
1766327427.898829,121700,115099
1766327427.9097898,121308,114923
1766327427.9207468,121739,115127
1766327427.9317002,121739,115127
1766327427.9426532,121739,115127
1766327427.953606,121366,114947
1766327427.9645598,121857,115152
1766327427.9755108,121857,115152
1766327427.9864676,121441,114957
1766327427.9974208,121860,115156
1766327428.0083845,121860,115156
1766327428.0193396,121860,115156
1766327428.0302927,121551,115027
1766327428.041245,121939,115198
1766327428.0521975,121939,115198
1766327428.063151,121939,115198
1766327428.0741065,121554,115018
1766327428.08506,122010,115210
1766327428.0960124,122010,115210
1766327428.1069658,121540,115012
1766327428.1179197,122016,115259
1766327428.1288729,122016,115259
1766327428.1398265,122016,115259
1766327428.1507795,121626,115057
1766327428.161732,122047,115236
1766327428.1727438,122047,115236
1766327428.1837027,122047,115236
1766327428.1946638,121723,115119
1766327428.2056227,122000,115210
1766327428.2166178,122000,115210
1766327428.2275739,121772,115127
1766327428.2385266,121700,115080
1766327428.2494786,121700,115080
1766327428.2604308,121700,115080
1766327428.2713864,121838,115146
1766327428.2823448,121412,114953
1766327428.2933164,121412,114953
1766327428.3042724,121858,115150
1766327428.3152385,121327,114909
1766327428.3261926,121327,114909
1766327428.3371456,121327,114909
1766327428.3480983,121927,115171
1766327428.3590505,121326,114933
1766327428.3700168,121326,114933
1766327428.3809712,121326,114933
1766327428.3919234,121950,115182
1766327428.402881,121382,114949
1766327428.4138474,121382,114949
1766327428.4249506,121949,115165
1766327428.4359953,121439,115015
1766327428.4469545,121439,115015
1766327428.4579086,121439,115015
1766327428.4688873,122027,115222
1766327428.479907,121530,115027
1766327428.4908733,121530,115027
1766327428.5018294,121530,115027
1766327428.5127833,122048,115232
1766327428.5237484,121512,115019
1766327428.5347066,121512,115019
1766327428.5456607,121821,115125
1766327428.5566154,121532,115030
1766327428.5675926,121532,115030
1766327428.5785494,121532,115030
1766327428.590201,121499,114980
1766327428.6012523,121571,115039
1766327428.6122885,121571,115039
1766327428.6232624,121392,114952
1766327428.6342213,121606,115045
1766327428.645178,121606,115045
1766327428.6561399,121606,115045
1766327428.667101,121415,114948
1766327428.6780593,121716,115099
1766327428.6890144,121716,115099
1766327428.6999688,121716,115099
1766327428.7109203,121422,114986
1766327428.721879,121779,115130
1766327428.7328362,121779,115130
1766327428.743788,121567,114992
1766327428.7547426,121829,115150
1766327428.7657013,121829,115150
1766327428.7766573,121829,115150
1766327428.7876902,121670,115062
1766327428.7986455,121882,115162
1766327428.809606,121882,115162
1766327428.8205738,121882,115091
1766327428.83153,121861,115133
1766327428.842484,121861,115133
1766327428.853437,121861,115133
1766327428.8643935,121670,115063
1766327428.8753486,121938,115178
1766327428.8863006,121938,115178
1766327428.897253,121938,115178
1766327428.9082072,121696,115087
1766327428.9191854,121976,115197
1766327428.930142,121976,115197
1766327428.941095,121754,115115
1766327428.952048,121969,115186
1766327428.9630003,121969,115186
1766327428.97396,121969,115186
1766327428.9849174,121834,115126
1766327428.9958704,121874,115156
1766327429.0068262,121874,115156
1766327429.0177968,121874,115156
1766327429.0287557,121845,115149
1766327429.0397084,121498,114960
1766327429.0506606,121498,114960
1766327429.0616121,121931,115155
1766327429.072569,121297,114910
1766327429.083525,121297,114910
1766327429.0944767,121297,114910
1766327429.1054323,121976,115186
1766327429.1163893,121281,114914
1766327429.1273432,121281,114914
1766327429.1382961,121281,114914
1766327429.1492484,121308,114923
1766327429.1602013,121308,114923
1766327429.171159,121308,114923
1766327429.1821144,122020,115200
1766327429.1930695,121366,114947
1766327429.2040217,121366,114947
1766327429.2149873,121366,114947
1766327429.2259445,122053,115213
1766327429.236898,121441,114957
1766327429.2478507,121441,114957
1766327429.2588146,122040,115226
1766327429.2697892,121551,115027
1766327429.280747,121551,115027
1766327429.291713,121551,115027
1766327429.3026679,121695,115061
1766327429.3136258,121554,115018
1766327429.3245876,121554,115018
1766327429.33554,121554,115018
1766327429.3464925,121460,114964
1766327429.357445,121540,115012
1766327429.3684103,121540,115012
1766327429.379369,121450,114963
1766327429.3903224,121626,115057
1766327429.4012754,121626,115057
1766327429.4122381,121626,115057
1766327429.4233596,121502,114996
1766327429.4344184,121723,115119
1766327429.4453804,121723,115119
1766327429.456335,121723,115119
1766327429.4673624,121772,115127
1766327429.4783273,121772,115127
1766327429.489282,121772,115127
1766327429.500236,121685,115073
1766327429.5111883,121838,115146
1766327429.5221567,121838,115146
1766327429.5331173,121838,115146
1766327429.5440717,121724,115084
1766327429.555024,121858,115150
1766327429.5659828,121858,115150
1766327429.5769405,121698,115121
1766327429.587894,121927,115171
1766327429.5989513,121927,115171
1766327429.610008,121927,115171
1766327429.6209974,121714,115087
1766327429.6319609,121950,115182
1766327429.6429164,121950,115182
1766327429.653871,121950,115182
1766327429.6648333,121729,115098
1766327429.6757944,121949,115165
1766327429.6867487,121949,115165
1766327429.697704,121830,115090
1766327429.7086601,122027,115222
1766327429.7196214,122027,115222
1766327429.7305775,122027,115222
1766327429.7415318,121895,115153
1766327429.7526116,122048,115232
1766327429.7636786,122048,115232
1766327429.774918,121971,115201
1766327429.7859592,121821,115125
1766327429.7969446,121821,115125
1766327429.807899,121821,115125
1766327429.8188956,121981,115190
1766327429.8298569,121499,114980
1766327429.8408122,121499,114980
1766327429.8517647,121499,114980
1766327429.862721,122023,115201
1766327429.8736854,121392,114952
1766327429.8846428,121392,114952
1766327429.8955953,122007,115198
1766327429.9065478,121415,114948
1766327429.9175088,121415,114948
1766327429.9284668,121415,114948
1766327429.9394214,122070,115215
1766327429.9503746,121422,114986
1766327429.9613404,121422,114986
1766327429.972306,121422,114986
1766327429.9832623,122046,115225
1766327429.9942167,121567,114992
1766327430.00517,121567,114992
1766327430.0161407,121701,115061
1766327430.0271134,121670,115062
1766327430.0380683,121670,115062
1766327430.049021,121670,115062
1766327430.0599754,121449,114944
1766327430.070939,121701,115091
1766327430.0818982,121701,115091
1766327430.0928533,121382,114928
1766327430.1038065,121670,115063
1766327430.1147673,121670,115063
1766327430.1257296,121670,115063
1766327430.1366835,121441,114955
1766327430.1476362,121696,115087
1766327430.1585877,121696,115087
1766327430.169548,121696,115087
1766327430.1805048,121487,114981
1766327430.1915011,121754,115115
1766327430.2024689,121754,115115
1766327430.2134426,121550,114993
1766327430.2244072,121834,115126
1766327430.235362,121834,115126
1766327430.2463143,121834,115126
1766327430.2572658,121671,115049
1766327430.268234,121845,115149
1766327430.2791915,121845,115149
1766327430.2901578,121845,115149
1766327430.3011131,121691,115081
1766327430.3120854,121931,115155
1766327430.3230493,121931,115155
1766327430.3340063,121676,115053
1766327430.3449607,121976,115186
1766327430.3559124,121976,115186
1766327430.3668692,121976,115186
1766327430.3778324,121703,115073
1766327430.3887868,121983,115174
1766327430.3997395,121983,115174
1766327430.4107246,121778,115104
1766327430.4218585,122020,115200
1766327430.432983,122020,115200
1766327430.4441376,122020,115200
1766327430.4552124,121846,115129
1766327430.4661834,122053,115213
1766327430.4771583,122053,115213
1766327430.4881167,122053,115213
1766327430.4990723,121904,115146
1766327430.510027,122040,115226
1766327430.5209894,122040,115226
1766327430.5319464,121952,115181
1766327430.5429013,121695,115061
1766327430.5538538,121695,115061
1766327430.5648112,121695,115061
1766327430.5757718,121988,115171
1766327430.5867255,121460,114964
1766327430.597783,121460,114964
1766327430.6088054,121460,114964
1766327430.6197991,121460,114964
1766327430.6307623,121450,114963
1766327430.6417897,121450,114963
1766327430.6527507,122036,115198
1766327430.6637585,121502,114996
1766327430.6747243,121502,114996
1766327430.6856837,121502,114996
1766327430.69664,122047,115204
1766327430.707597,121569,115007
1766327430.7185583,121569,115007
1766327430.7295156,121909,115162
1766327430.7404697,121685,115073
1766327430.7514236,121685,115073
1766327430.7623754,121685,115073
1766327430.7733414,121517,114965
1766327430.7842994,121724,115084
1766327430.7952669,121724,115084
1766327430.806228,121724,115084
1766327430.8172102,121341,114905
1766327430.8281717,121698,115121
1766327430.839128,121698,115121
1766327430.8500822,121352,114894
1766327430.8610482,121714,115087
1766327430.8720105,121714,115087
1766327430.8829684,121714,115087
1766327430.8939223,121388,114918
1766327430.904882,121729,115098
1766327430.9158373,121729,115098
1766327430.9267964,121729,115098
1766327430.9377508,121830,115090
1766327430.948704,121830,115090
1766327430.9596572,121830,115090
1766327430.970616,121558,114995
1766327430.9815724,121895,115153
1766327430.9925256,121895,115153
1766327431.0034785,121895,115153
1766327431.0144658,121594,115013
1766327431.0254273,121971,115201
1766327431.036382,121971,115201
1766327431.0473337,121600,115023
1766327431.0582893,121981,115190
1766327431.0692506,121981,115190
1766327431.0802076,121981,115190
1766327431.0911613,121596,115014
1766327431.1021142,122023,115201
1766327431.1130667,122023,115201
1766327431.124025,122023,115201
1766327431.134982,121643,115040
1766327431.1459377,122007,115198
1766327431.1568909,122007,115198
1766327431.1678493,121728,115090
1766327431.1788304,122070,115215
1766327431.1897874,122070,115215
1766327431.2007658,122070,115215
1766327431.2117229,121803,115099
1766327431.222707,122046,115225
1766327431.2338178,122046,115225
1766327431.2448978,122046,115225
1766327431.2561188,121701,115061
1766327431.2671711,121701,115061
1766327431.2781456,121701,115061
1766327431.2891157,121901,115133
1766327431.3000796,121449,114944
1766327431.311035,121449,114944
1766327431.3219957,121449,114944
1766327431.3329551,121941,115135
1766327431.3439085,121382,114928
1766327431.3548608,121382,114928
1766327431.3658302,121948,115142
1766327431.376795,121441,114955
1766327431.3877473,121441,114955
1766327431.3988984,121441,114955
1766327431.4114308,122000,115167
1766327431.4225886,121487,114981
1766327431.4336724,121487,114981
1766327431.4447644,121948,115130
1766327431.4561298,121550,114993
1766327431.4672291,121550,114993
1766327431.4783309,121550,114993
1766327431.4894254,121700,115030
1766327431.5005145,121671,115049
1766327431.5117304,121671,115049
1766327431.522861,121671,115049
1766327431.5339677,121409,114889
1766327431.5451088,121691,115081
1766327431.5562232,121691,115081
1766327431.567197,121354,114888
1766327431.5781646,121676,115053
1766327431.589131,121676,115053
1766327431.600179,121676,115053
1766327431.6112058,121371,114897
1766327431.6222034,121703,115073
1766327431.6331627,121703,115073
1766327431.6441185,121368,114899
1766327431.6550791,121778,115104
1766327431.6660492,121778,115104
1766327431.677008,121778,115104
1766327431.6879668,121509,114967
1766327431.6989274,121846,115129
1766327431.7098842,121846,115129
1766327431.7208724,121846,115129
1766327431.7318306,121586,114998
1766327431.7427845,121904,115146
1766327431.7537372,121904,115146
1766327431.7646594,121593,114972
1766327431.7756193,121952,115181
1766327431.786572,121952,115181
1766327431.7975287,121952,115181
1766327431.8084826,121587,114995
1766327431.8194618,121988,115171
1766327431.8304174,121988,115171
1766327431.8414197,121652,115031
1766327431.8524637,121460,114964
1766327431.8635643,121460,114964
1766327431.8746254,121460,114964
1766327431.8856678,121676,115032
1766327431.8967063,122036,115198
1766327431.9077473,122036,115198
1766327431.9187958,122036,115198
1766327431.9298358,121785,115069
1766327431.9408987,122047,115204
1766327431.9519417,122047,115204
1766327431.962976,121804,115112
1766327431.974033,121909,115162
1766327431.9851089,121909,115162
1766327431.9961703,121909,115162
1766327432.0072327,121857,115099
1766327432.0183957,121517,114965
1766327432.0294652,121517,114965
1766327432.0405095,121886,115114
1766327432.0517223,121341,114905
1766327432.0628002,121341,114905
1766327432.0739028,121341,114905
1766327432.0849552,121915,115118
1766327432.0959985,121352,114894
1766327432.107037,121352,114894
1766327432.118098,121352,114894
1766327432.12915,121897,115134
1766327432.1401944,121388,114918
1766327432.1512635,121388,114918
1766327432.1622994,121968,115119
1766327432.1733623,121405,114915
1766327432.1844156,121405,114915
1766327432.19546,121405,114915
1766327432.2064993,121993,115159
1766327432.217574,121558,114995
1766327432.228639,121558,114995
1766327432.2396882,121803,115051
1766327432.2507546,121594,115013
1766327432.2617908,121594,115013
1766327432.272857,121594,115013
1766327432.2839122,121476,114931
1766327432.2949543,121600,115023
1766327432.305991,121600,115023
1766327432.3170438,121600,115023
1766327432.3280935,121277,114854
1766327432.3391333,121596,115014
1766327432.3501697,121596,115014
1766327432.3612163,121295,114834
1766327432.3722749,121643,115040
1766327432.3833275,121643,115040
1766327432.3943655,121643,115040
1766327432.405405,121331,114869
1766327432.4165015,121728,115090
1766327432.427983,121728,115090
1766327432.439184,121375,114907
1766327432.4502378,121803,115099
1766327432.4614694,121803,115099
1766327432.4725158,121803,115099
1766327432.4835322,121485,114939
1766327432.4945464,121827,115090
1766327432.5055795,121827,115090
1766327432.5166044,121827,115090
1766327432.5276172,121827,115090
1766327432.538626,121901,115133
1766327432.5496316,121901,115133
1766327432.5606842,121497,114944
1766327432.5717404,121941,115135
1766327432.5827804,121941,115135
1766327432.5939257,121941,115135
1766327432.60506,121512,114956
1766327432.616204,121948,115142
1766327432.6272533,121948,115142
1766327432.638295,121533,114945
1766327432.6493301,122000,115167
1766327432.6603978,122000,115167
1766327432.6715367,122000,115167
1766327432.6825707,121632,115004
1766327432.6935928,121948,115130
1766327432.70462,121948,115130
1766327432.7156546,121948,115130
1766327432.7266786,121700,115030
1766327432.737697,121700,115030
1766327432.7487166,121700,115030
1766327432.7597337,121757,115056
1766327432.7708383,121409,114889
1766327432.7818854,121409,114889
1766327432.7929256,121409,114889
1766327432.803964,121794,115070
1766327432.8150206,121354,114888
1766327432.8261135,121354,114888
1766327432.8371565,121797,115056
1766327432.8481948,121371,114897
1766327432.8592293,121371,114897
1766327432.8702893,121371,114897
1766327432.8813298,121858,115094
1766327432.8923671,121368,114899
1766327432.903404,121368,114899
1766327432.9144511,121368,114899
1766327432.925507,121509,114967
1766327432.9365492,121509,114967
1766327432.9475882,121509,114967
1766327432.9586246,121889,115095
1766327432.9696825,121586,114998
1766327432.9807703,121586,114998
1766327432.9918208,121586,114998
1766327433.0028605,121646,114984
1766327433.013907,121593,114972
1766327433.0249977,121593,114972
1766327433.0360558,121363,114883
1766327433.0470934,121587,114995
1766327433.0581315,121587,114995
1766327433.0693324,121587,114995
1766327433.0804877,121292,114838
1766327433.0916023,121652,115031
1766327433.102712,121652,115031
1766327433.113822,121329,114846
1766327433.1249893,121676,115032
1766327433.136018,121676,115032
1766327433.1470408,121676,115032
1766327433.1580596,121390,114880
1766327433.1692278,121785,115069
1766327433.1802793,121785,115069
1766327433.1912599,121785,115069
1766327433.2022393,121457,114926
1766327433.2132175,121804,115112
1766327433.224243,121804,115112
1766327433.2352257,121540,114921
1766327433.2462022,121857,115099
1766327433.2571764,121857,115099
1766327433.268182,121857,115099
1766327433.2792454,121519,114945
1766327433.2902925,121886,115114
1766327433.301332,121886,115114
1766327433.31237,121520,114946
1766327433.3234751,121915,115118
1766327433.3346303,121915,115118
1766327433.3456786,121915,115118
1766327433.356732,121554,114952
1766327433.367795,121897,115134
1766327433.3788757,121897,115134
1766327433.3899176,121897,115134
1766327433.4009585,121586,114980
1766327433.412179,121968,115119
1766327433.423406,121968,115119
1766327433.434643,121670,114975
1766327433.4457898,121993,115159
1766327433.4568405,121993,115159
1766327433.4679112,121993,115159
1766327433.4790792,121726,115022
1766327433.4900978,121803,115051
1766327433.5011103,121803,115051
1766327433.5121129,121786,115045
1766327433.5231442,121476,114931
1766327433.5341544,121476,114931
1766327433.5451608,121476,114931
1766327433.5561874,121809,115060
1766327433.5672143,121277,114854
1766327433.57827,121277,114854
1766327433.5893207,121277,114854
1766327433.6004498,121871,115098
1766327433.61156,121295,114834
1766327433.6226866,121295,114834
1766327433.6337385,121854,115078
1766327433.6447804,121331,114869
1766327433.6558218,121331,114869
1766327433.6668868,121331,114869
1766327433.6779299,121885,115085
1766327433.6890457,121375,114907
1766327433.7000678,121375,114907
1766327433.7110991,121821,115034
1766327433.7221444,121485,114939
1766327433.7331681,121485,114939
1766327433.7441883,121485,114939
1766327433.7552052,121498,114902
1766327433.7662258,121827,115090
1766327433.7772574,121827,115090
1766327433.7883303,121827,115090
1766327433.799379,121255,114805
1766327433.81042,121497,114944
1766327433.82153,121497,114944
1766327433.8327098,121217,114788
1766327433.8437676,121512,114956
1766327433.8548055,121512,114956
1766327433.8658895,121512,114956
1766327433.876956,121242,114809
1766327433.8880029,121533,114945
1766327433.8990405,121533,114945
1766327433.9100838,121257,114809
1766327433.9211433,121632,115004
1766327433.9321876,121632,115004
1766327433.9432282,121632,115004
1766327433.9542634,121383,114877
1766327433.9653637,121671,115009
1766327433.9764135,121671,115009
1766327433.9874527,121671,115009
1766327433.9985015,121757,115056
1766327434.0095391,121757,115056
1766327434.0206354,121757,115056
1766327434.0317001,121395,114879
1766327434.0427432,121794,115070
1766327434.05378,121794,115070
1766327434.0648797,121794,115070
1766327434.0759323,121383,114868
1766327434.0869699,121797,115056
1766327434.0980346,121797,115056
1766327434.1091108,121411,114878
1766327434.1203008,121858,115094
1766327434.1313574,121858,115094
1766327434.1423955,121858,115094
1766327434.1534305,121497,114914
1766327434.1644795,121886,115092
1766327434.1755333,121886,115092
1766327434.1865973,121584,114963
1766327434.1976702,121889,115095
1766327434.2087245,121889,115095
1766327434.2198472,121889,115095
1766327434.2309186,121626,114965
1766327434.2419593,121646,114984
1766327434.2529948,121646,114984
1766327434.2640584,121646,114984
1766327434.2751174,121693,114986
1766327434.2861614,121363,114883
1766327434.297202,121363,114883
1766327434.3082666,121706,115011
1766327434.3193362,121292,114838
1766327434.3303852,121292,114838
1766327434.341425,121292,114838
1766327434.3524601,121746,115018
1766327434.3635058,121329,114846
1766327434.3745558,121329,114846
1766327434.3856041,121780,115032
1766327434.3966475,121390,114880
1766327434.4076877,121390,114880
1766327434.41879,121390,114880
1766327434.4316967,121801,115049
1766327434.4428725,121457,114926
1766327434.4539173,121457,114926
1766327434.4649863,121673,114989
1766327434.4760525,121540,114921
1766327434.4871602,121540,114921
1766327434.4982088,121540,114921
1766327434.5092525,121281,114791
1766327434.520288,121519,114945
1766327434.5313003,121519,114945
1766327434.54234,121519,114945
1766327434.5533483,121075,114703
1766327434.564362,121520,114946
1766327434.5753744,121520,114946
1766327434.5863795,121029,114705
1766327434.5975022,121554,114952
1766327434.6085675,121554,114952
1766327434.6196733,121554,114952
1766327434.6307378,121020,114685
1766327434.641776,121586,114980
1766327434.6528003,121586,114980
1766327434.6638212,121040,114707
1766327434.6748643,121670,114975
1766327434.6858857,121670,114975
1766327434.6969087,121670,114975
1766327434.7079294,121151,114755
1766327434.7189944,121726,115022
1766327434.7300375,121726,115022
1766327434.741115,121726,115022
1766327434.752175,121178,114764
1766327434.7632139,121786,115045
1766327434.774272,121786,115045
1766327434.7853131,121171,114766
1766327434.7963598,121809,115060
1766327434.8073997,121809,115060
1766327434.8184898,121809,115060
1766327434.8295653,121203,114771
1766327434.8406084,121871,115098
1766327434.8516471,121871,115098
1766327434.862684,121256,114777
1766327434.8737447,121854,115078
1766327434.8847845,121854,115078
1766327434.8958485,121854,115078
1766327434.9068863,121350,114821
1766327434.9179585,121885,115085
1766327434.9290001,121885,115085
1766327434.9400413,121885,115085
1766327434.951076,121396,114864
1766327434.9621127,121821,115034
1766327434.9731603,121821,115034
1766327434.9841986,121485,114859
1766327434.9952328,121498,114902
1766327435.0062673,121498,114902
1766327435.017354,121498,114902
1766327435.0284364,121544,114921
1766327435.0394816,121255,114805
1766327435.0505197,121255,114805
1766327435.0615573,121560,114901
1766327435.0726228,121217,114788
1766327435.0836658,121217,114788
1766327435.094704,121217,114788
1766327435.105739,121633,114945
1766327435.1167982,121242,114809
1766327435.127842,121242,114809
1766327435.1388774,121242,114809
1766327435.1501524,121652,114973
1766327435.161462,121257,114809
1766327435.1737196,121257,114809
1766327435.185386,121669,114908
1766327435.19656,121383,114877
1766327435.2077038,121383,114877
1766327435.2188437,121383,114877
1766327435.229906,121349,114827
1766327435.2409902,121370,114846
1766327435.2521431,121370,114846
1766327435.263298,121041,114665
1766327435.2744153,121395,114879
1766327435.2855155,121395,114879
1766327435.2966733,121395,114879
1766327435.3077881,120922,114621
1766327435.3188975,121383,114868
1766327435.329988,121383,114868
1766327435.341211,120867,114568
1766327435.352377,121411,114878
1766327435.36348,121411,114878
1766327435.3745546,121411,114878
1766327435.3856268,120902,114614
1766327435.3965876,121497,114914
1766327435.4075484,121497,114914
1766327435.4185598,121497,114649
1766327435.4296606,121584,114963
1766327435.4407043,121584,114963
1766327435.4516633,121584,114963
1766327435.4626207,121068,114691
1766327435.4735942,121626,114965
1766327435.484554,121626,114965
1766327435.495588,121626,114965
1766327435.5065494,121083,114691
1766327435.5175223,121693,114986
1766327435.5284805,121693,114986
1766327435.5394344,121049,114662
1766327435.5503883,121706,115011
1766327435.5613413,121706,115011
1766327435.5723,121706,115011
1766327435.5832596,121118,114707
1766327435.5944095,121746,115018
1766327435.6059844,121746,115018
1766327435.6169562,121746,115018
1766327435.627931,121746,115018
1766327435.63897,121780,115032
1766327435.6500006,121780,115032
1766327435.6609633,121285,114771
1766327435.6719291,121801,115049
1766327435.682895,121801,115049
1766327435.6938672,121801,115049
1766327435.704826,121375,114816
1766327435.715788,121673,114989
1766327435.7267432,121673,114989
1766327435.737697,121469,114880
1766327435.7486508,121281,114791
1766327435.7596064,121281,114791
1766327435.7705662,121281,114791
1766327435.781521,121511,114869
1766327435.7924829,121075,114703
1766327435.803439,121075,114703
1766327435.8143938,121075,114703
1766327435.8253794,121535,114889
1766327435.8363369,121029,114705
1766327435.8472884,121029,114705
1766327435.858242,121604,114894
1766327435.8692012,121020,114685
1766327435.8801675,121020,114685
1766327435.8911216,121020,114685
1766327435.9020739,121659,114921
1766327435.9130378,121040,114707
1766327435.9239948,121040,114707
1766327435.9349487,121040,114707
1766327435.9459224,121040,114707
1766327435.956876,121151,114755
1766327435.9678319,121151,114755
1766327435.9787865,121194,114709
1766327435.98974,121178,114764
1766327436.0006917,121178,114764
1766327436.0116434,121178,114764
1766327436.0226119,120957,114606
1766327436.0335689,121171,114766
1766327436.044522,121171,114766
1766327436.0554736,120890,114588
1766327436.0664318,121203,114771
1766327436.0773888,121203,114771
1766327436.0883417,121203,114771
1766327436.0993097,120887,114583
1766327436.1102645,121256,114777
1766327436.1212275,121256,114777
1766327436.1321898,121256,114777
1766327436.1431441,120944,114604
1766327436.1540966,121350,114821
1766327436.165052,121350,114821
1766327436.1760101,121030,114679
1766327436.186963,121396,114864
1766327436.1979225,121396,114864
1766327436.2088752,121396,114864
1766327436.2198467,121089,114675
1766327436.2308059,121485,114859
1766327436.2417598,121485,114859
1766327436.2527118,121485,114859
1766327436.2636664,121058,114654
1766327436.2746325,121544,114921
1766327436.2855864,121544,114921
1766327436.2965577,121115,114688
1766327436.3075106,121560,114901
1766327436.318473,121560,114901
1766327436.3294325,121560,114901
1766327436.3403864,121170,114709
1766327436.3513377,121633,114945
1766327436.362289,121633,114945
1766327436.3732452,121204,114710
1766327436.3842103,121652,114973
1766327436.395164,121652,114973
1766327436.4061182,121652,114973
1766327436.41708,121332,114783
1766327436.428869,121669,114908
1766327436.439914,121669,114908
1766327436.4509332,121669,114908
1766327436.4618995,121414,114834
1766327436.4728708,121349,114827
1766327436.4838293,121349,114827
1766327436.4947884,121482,114832
1766327436.505744,121041,114665
1766327436.5167055,121041,114665
1766327436.527662,121041,114665
1766327436.5386167,121539,114865
1766327436.5495696,120922,114621
1766327436.5605223,120922,114621
1766327436.5714831,121592,114907
1766327436.582436,120867,114568
1766327436.5934787,120867,114568
1766327436.604497,120867,114568
1766327436.6155212,121617,114896
1766327436.6265154,120902,114614
1766327436.6374726,120902,114614
1766327436.6484506,120902,114614
1766327436.6594102,121678,114919
1766327436.6703775,120983,114649
1766327436.6813314,120983,114649
1766327436.6922855,121680,114894
1766327436.70324,121068,114691
1766327436.7142215,121068,114691
1766327436.7251835,121068,114691
1766327436.736136,121560,114857
1766327436.7470915,121083,114691
1766327436.7580438,121083,114691
1766327436.7690072,121083,114691
1766327436.7799668,121221,114728
1766327436.7911205,121049,114662
1766327436.802184,121049,114662
1766327436.8133702,121013,114620
1766327436.824411,121118,114707
1766327436.835374,121118,114707
1766327436.846332,121118,114707
1766327436.8572836,121008,114615
1766327436.8682542,121746,115018
1766327436.8792071,121746,115018
1766327436.8901606,121023,114636
1766327436.9011135,121285,114771
1766327436.9120753,121285,114771
1766327436.92304,121285,114771
1766327436.933996,121114,114673
1766327436.944949,121375,114816
1766327436.9559007,121375,114816
1766327436.9668636,121375,114816
1766327436.9778192,121229,114733
1766327436.9887722,121469,114880
1766327436.9997392,121469,114880
1766327437.0106938,121259,114769
1766327437.0216732,121511,114869
1766327437.032636,121511,114869
1766327437.04359,121511,114869
1766327437.0545437,121248,114737
1766327437.0655909,121535,114889
1766327437.076552,121535,114889
1766327437.0875032,121535,114889
1766327437.0984576,121535,114889
1766327437.10941,121604,114894
1766327437.120373,121604,114894
1766327437.131328,121337,114770
1766327437.14228,121659,114921
1766327437.153232,121659,114921
1766327437.1641946,121659,114921
1766327437.1751537,121411,114798
1766327437.1861072,121040,114707
1766327437.1970663,121040,114707
1766327437.2080195,121463,114812
1766327437.2189908,121194,114709
1766327437.229968,121194,114709
1766327437.2409227,121194,114709
1766327437.2518754,121541,114853
1766327437.2628272,120957,114606
1766327437.2737997,120957,114606
1766327437.2847548,120957,114606
1766327437.2957165,121602,114877
1766327437.3066692,120890,114588
1766327437.3176394,120890,114588
1766327437.3285966,121616,114918
1766327437.3395503,120887,114583
1766327437.3505232,120887,114583
1766327437.3614807,120887,114583
1766327437.372442,121637,114895
1766327437.3833978,120944,114604
1766327437.3945785,120944,114604
1766327437.4055455,120944,114604
1766327437.4165118,120944,114604
1766327437.4282844,121030,114679
1766327437.4393349,121030,114679
1766327437.4502985,121664,114901
1766327437.4612544,121089,114675
1766327437.4722214,121089,114675
1766327437.4831784,121089,114675
1766327437.4941335,121366,114763
1766327437.505088,121058,114654
1766327437.5160415,121058,114654
1766327437.5269954,121040,114602
1766327437.5379477,121115,114688
1766327437.5489013,121115,114688
1766327437.5598543,121115,114688
1766327437.570869,120983,114600
1766327437.5818303,121170,114709
1766327437.5928926,121170,114709
