t,red,ir
1766854708.7975166,241792,224579
1766854708.807511,241792,224579
1766854708.8175054,241792,224579
1766854708.8275058,241806,224510
1766854708.8375416,241736,224542
1766854708.8475144,241736,224542
1766854708.8575678,241736,224542
1766854708.867505,241829,224525
1766854708.8775065,241409,224400
1766854708.887509,241409,224400
1766854708.897508,241409,224400
1766854708.9075077,241846,224528
1766854708.9175072,241027,224311
1766854708.9275043,241027,224311
1766854708.9375057,241027,224311
1766854708.9475276,241642,224451
1766854708.957511,241053,224315
1766854708.96752,241053,224315
1766854708.9775171,241053,224315
1766854708.9875274,241246,224298
1766854708.9975173,241141,224385
1766854709.0075355,241141,224385
1766854709.0175166,241141,224385
1766854709.0275083,241109,224233
1766854709.037507,241387,224519
1766854709.0475183,241387,224519
1766854709.0575106,241387,224519
1766854709.067505,241169,224267
1766854709.077505,241516,224480
1766854709.0875556,241516,224480
1766854709.097518,241516,224480
1766854709.1075113,241307,224330
1766854709.117507,241622,224583
1766854709.127528,241622,224583
1766854709.1375105,241622,224583
1766854709.1475062,241445,224381
1766854709.1575065,241536,224393
1766854709.1675065,241536,224393
1766854709.1775262,241536,224393
1766854709.1875086,241519,224403
1766854709.1975074,241571,224402
1766854709.2075067,241571,224402
1766854709.2175043,241571,224402
1766854709.2275062,241555,224407
1766854709.2375069,241620,224495
1766854709.247507,241620,224495
1766854709.2575052,241620,224495
1766854709.2675052,241623,224411
1766854709.2775066,241681,224523
1766854709.287515,241681,224523
1766854709.2975056,241681,224523
1766854709.3075042,241606,224418
1766854709.3175147,241706,224537
1766854709.3275223,241706,224537
1766854709.3375244,241706,224537
1766854709.3475091,241479,224432
1766854709.357517,241753,224536
1766854709.3676488,241753,224536
1766854709.377525,241753,224536
1766854709.387519,241554,224474
1766854709.3975081,241775,224543
1766854709.4075072,241775,224543
1766854709.417507,241775,224543
1766854709.4275286,241700,224505
1766854709.4375086,241800,224554
1766854709.4475071,241800,224554
1766854709.4575045,241800,224554
1766854709.4675055,241749,224572
1766854709.4775038,241844,224558
1766854709.4875104,241844,224558
1766854709.497531,241844,224558
1766854709.507509,241844,224558
1766854709.5175138,241719,224512
1766854709.5275066,241719,224512
1766854709.5375066,241719,224512
1766854709.5475066,241384,224376
1766854709.5575042,241384,224376
1766854709.5675054,241384,224376
1766854709.577512,241384,224414
1766854709.5875216,241217,224315
1766854709.597505,241217,224315
1766854709.6075065,241217,224315
1766854709.6175046,241767,224453
1766854709.6275053,241250,224333
1766854709.6375186,241250,224333
1766854709.6475117,241250,224333
1766854709.657527,241396,224297
1766854709.6675236,241370,224385
1766854709.677509,241370,224385
1766854709.687532,241370,224385
1766854709.6975398,241127,224197
1766854709.7075102,241509,224445
1766854709.717508,241509,224445
1766854709.7275064,241509,224445
1766854709.737505,241140,224215
1766854709.7475045,241587,224463
1766854709.7575054,241587,224463
1766854709.7675042,241587,224463
1766854709.7775102,241244,224263
1766854709.7875671,241604,224467
1766854709.7975237,241604,224467
1766854709.8075094,241604,224467
1766854709.8175225,241392,224317
1766854709.8275232,241614,224479
1766854709.8375292,241614,224479
1766854709.8475187,241614,224479
1766854709.8575268,241482,224353
1766854709.8675172,241650,224474
1766854709.8775053,241650,224474
1766854709.8875144,241650,224474
1766854709.8975143,241533,224357
1766854709.9075048,241685,224492
1766854709.9175043,241685,224492
1766854709.927504,241685,224492
1766854709.937504,241559,224387
1766854709.9475052,241719,224502
1766854709.957505,241719,224502
1766854709.9675033,241719,224502
1766854709.9775224,241586,224380
1766854709.9875069,241767,224513
1766854709.9975054,241767,224513
1766854710.007512,241767,224513
1766854710.0175047,241634,224399
1766854710.0275044,241784,224517
1766854710.0375037,241784,224517
1766854710.0475054,241784,224517
1766854710.0575078,241707,224412
1766854710.067546,241806,224510
1766854710.077526,241806,224510
1766854710.087514,241806,224510
1766854710.0975068,241770,224428
1766854710.1075075,241829,224525
1766854710.1174712,241829,224525
1766854710.1275089,241829,224525
1766854710.1375222,241790,224434
1766854710.1475334,241846,224528
1766854710.157511,241846,224528
1766854710.1675057,241846,224528
1766854710.177511,241833,224435
1766854710.1875212,241642,224451
1766854710.1975217,241642,224451
1766854710.2075074,241642,224451
1766854710.217504,241860,224452
1766854710.2275064,241246,224298
1766854710.2375057,241246,224298
1766854710.2475126,241246,224298
1766854710.257525,241886,224467
1766854710.267519,241109,224233
1766854710.2778325,241109,224233
1766854710.287525,241109,224233
1766854710.2975256,241891,224469
1766854710.3075075,241169,224267
1766854710.3175108,241169,224267
1766854710.327525,241169,224267
1766854710.337525,241741,224401
1766854710.34751,241307,224330
1766854710.3575053,241307,224330
1766854710.3675063,241307,224330
1766854710.3775103,241375,224270
1766854710.3875105,241445,224381
1766854710.3975194,241445,224381
1766854710.407509,241445,224381
1766854710.4175055,241218,224199
1766854710.4275055,241519,224403
1766854710.4375057,241519,224403
1766854710.4475312,241519,224403
1766854710.4575353,241261,224230
1766854710.4675264,241555,224407
1766854710.477513,241555,224407
1766854710.4875221,241555,224407
1766854710.497525,241377,224277
1766854710.507507,241623,224411
1766854710.5175066,241623,224411
1766854710.5275044,241623,224411
1766854710.5375116,241519,224334
1766854710.5475087,241606,224418
1766854710.5575087,241606,224418
1766854710.5675063,241606,224418
1766854710.577507,241598,224364
1766854710.5875058,241479,224432
1766854710.5975053,241479,224432
1766854710.6076233,241479,224432
1766854710.6175253,241630,224365
1766854710.62753,241554,224474
1766854710.6375186,241554,224474
1766854710.6475244,241554,224474
1766854710.6576064,241636,224368
1766854710.667528,241700,224505
1766854710.677508,241700,224505
1766854710.6875238,241700,224505
1766854710.6975286,241678,224382
1766854710.707525,241749,224572
1766854710.7176807,241749,224572
1766854710.7275093,241749,224572
1766854710.7375107,241727,224397
1766854710.7475123,241844,224558
1766854710.7575092,241844,224558
1766854710.7675064,241844,224558
1766854710.7775078,241774,224410
1766854710.7875056,241830,224362
1766854710.7975063,241830,224362
1766854710.8075058,241830,224362
1766854710.8175037,241840,224420
1766854710.8275263,241862,224414
1766854710.8375065,241862,224414
1766854710.847507,241862,224414
1766854710.8575084,241924,224437
1766854710.8675065,241767,224453
1766854710.8775215,241767,224453
1766854710.8875349,241767,224453
1766854710.8975124,241981,224452
1766854710.9075046,241396,224297
1766854710.9175045,241396,224297
1766854710.9275036,241396,224297
1766854710.937504,241924,224462
1766854710.947525,241127,224197
1766854710.95751,241127,224197
1766854710.9675128,241127,224197
1766854710.9775226,241889,224484
1766854710.9875202,241140,224215
1766854710.9975197,241140,224215
1766854711.007511,241140,224215
1766854711.0175047,241899,224484
1766854711.0275047,241244,224263
1766854711.0375237,241244,224263
1766854711.047528,241244,224263
1766854711.057518,241908,224531
1766854711.0675058,241392,224317
1766854711.07752,241392,224317
1766854711.0876248,241392,224317
1766854711.0975642,241693,224395
1766854711.1075294,241482,224353
1766854711.1175203,241482,224353
1766854711.1275053,241482,224353
1766854711.1375318,241510,224210
1766854711.1475308,241533,224357
1766854711.1575098,241533,224357
1766854711.1675057,241533,224357
1766854711.1775146,241559,224387
1766854711.1875074,241559,224387
1766854711.197506,241559,224387
1766854711.2075083,241559,224299
1766854711.2175434,241586,224380
1766854711.2275338,241586,224380
1766854711.2375247,241586,224380
1766854711.2475092,241756,224388
1766854711.2575073,241634,224399
1766854711.267505,241634,224399
1766854711.2775064,241634,224399
1766854711.2875113,241825,224413
1766854711.2975357,241707,224412
1766854711.3075085,241707,224412
1766854711.3175125,241707,224412
1766854711.3275068,241872,224427
1766854711.3375075,241770,224428
1766854711.3475149,241770,224428
1766854711.3575163,241770,224428
1766854711.3675044,241878,224426
1766854711.377526,241790,224434
1766854711.387521,241790,224434
1766854711.3975208,241790,224434
1766854711.407508,241901,224419
1766854711.4175093,241833,224435
1766854711.4275107,241833,224435
1766854711.437516,241833,224435
1766854711.4475172,241942,224447
1766854711.4575243,241860,224452
1766854711.4675126,241860,224452
1766854711.4775174,241860,224452
1766854711.487526,241994,224463
1766854711.497525,241886,224467
1766854711.507661,241886,224467
1766854711.5175126,241886,224467
1766854711.5275218,242029,224467
1766854711.5375154,241891,224469
1766854711.5475075,241891,224469
1766854711.5575085,241891,224469
1766854711.567505,242063,224480
1766854711.5775106,241741,224401
1766854711.5875058,241741,224401
1766854711.597506,241741,224401
1766854711.60763,242083,224489
1766854711.6175194,241375,224270
1766854711.6275089,241375,224270
1766854711.6375222,241375,224270
1766854711.647509,242105,224492
1766854711.657526,241218,224199
1766854711.6675215,241218,224199
1766854711.677511,241218,224199
1766854711.6875107,242125,224496
1766854711.6975095,241261,224230
1766854711.7075057,241261,224230
1766854711.7175229,241261,224230
1766854711.727507,242138,224505
1766854711.737504,241377,224277
1766854711.747505,241377,224277
1766854711.7575073,241377,224277
1766854711.7675042,242044,224480
1766854711.7775135,241519,224334
1766854711.787505,241519,224334
1766854711.7975287,241519,224334
1766854711.8075082,241861,224403
1766854711.8175044,241598,224364
1766854711.827511,241598,224364
1766854711.837506,241598,224364
1766854711.8475046,241758,224375
1766854711.8575065,241630,224365
1766854711.8675041,241630,224365
1766854711.8775234,241630,224365
1766854711.887532,241807,224386
1766854711.8975115,241636,224368
1766854711.9075541,241636,224368
1766854711.9175217,241636,224368
1766854711.9275131,241899,224421
1766854711.9375083,241678,224382
1766854711.9475167,241678,224382
1766854711.9575074,241678,224382
1766854711.9675047,241972,224440
1766854711.977514,241727,224397
1766854711.9875064,241727,224397
1766854711.997543,241727,224397
1766854712.0075147,242017,224472
1766854712.0175052,241774,224410
1766854712.0275047,241774,224410
1766854712.0375042,241774,224410
1766854712.0475059,242032,224461
1766854712.0575135,241840,224420
1766854712.0675256,241840,224420
1766854712.0775237,241840,224420
1766854712.08753,242027,224448
1766854712.0975282,241924,224437
1766854712.107509,241924,224437
1766854712.1175141,241924,224437
1766854712.127517,242053,224453
1766854712.1375191,241981,224452
1766854712.1475103,241981,224452
1766854712.1575077,241981,224452
1766854712.1675057,242070,224464
1766854712.177515,241924,224462
1766854712.1875088,241924,224462
1766854712.1975057,241924,224462
1766854712.207505,242102,224467
1766854712.2175066,241889,224484
1766854712.2275057,241889,224484
1766854712.237515,241889,224484
1766854712.2475238,242131,224486
1766854712.2575305,241899,224484
1766854712.2692678,241899,224484
1766854712.277522,241899,224484
1766854712.2875328,242129,224486
1766854712.2975354,241908,224531
1766854712.3075128,241908,224531
1766854712.3175063,241908,224531
1766854712.3275113,242157,224477
1766854712.3375084,241693,224395
1766854712.3475065,241693,224395
1766854712.3575046,241693,224395
1766854712.3675063,242182,224493
1766854712.3775105,241510,224210
1766854712.3875072,241510,224210
1766854712.3975053,241510,224210
1766854712.4075234,242195,224498
1766854712.4175065,241551,224198
1766854712.4275064,241551,224198
1766854712.4375057,241551,224198
1766854712.447506,242057,224447
1766854712.4575315,241658,224299
1766854712.4675076,241658,224299
1766854712.4775066,241658,224299
1766854712.487512,241860,224361
1766854712.4975073,241756,224388
1766854712.5075097,241756,224388
1766854712.5175068,241756,224388
1766854712.527505,241806,224322
1766854712.537507,241825,224413
1766854712.547506,241825,224413
1766854712.5575047,241825,224413
1766854712.5675051,241798,224356
1766854712.5775106,241872,224427
1766854712.5875175,241872,224427
1766854712.5975206,241872,224427
1766854712.6075277,241701,224373
1766854712.6175156,241878,224426
1766854712.6287408,241878,224426
1766854712.6375265,241878,224426
1766854712.647523,241869,224412
1766854712.6575327,241901,224419
1766854712.6675246,241901,224419
1766854712.6775076,241901,224419
1766854712.6875074,241978,224506
1766854712.6975095,241942,224447
1766854712.7075515,241942,224447
1766854712.7175274,241942,224447
1766854712.7275088,241996,224492
1766854712.7375052,241994,224463
1766854712.7475054,241994,224463
1766854712.7575054,241994,224463
1766854712.7675054,241996,224377
1766854712.7775104,242029,224467
1766854712.7875135,242029,224467
1766854712.7975278,242029,224467
1766854712.8075085,242063,224480
1766854712.8175056,242063,224480
1766854712.8275073,242063,224480
1766854712.837559,242044,224374
1766854712.847515,242083,224489
1766854712.857508,242083,224489
1766854712.8675206,242083,224489
1766854712.8775215,242104,224433
1766854712.88752,242105,224492
1766854712.8975203,242105,224492
1766854712.9075124,242105,224492
1766854712.9175096,242126,224445
1766854712.927506,242125,224496
1766854712.937511,242125,224496
1766854712.9475362,242125,224496
1766854712.9575288,242140,224443
1766854712.9675293,242138,224505
1766854712.97752,242138,224505
1766854712.9875078,242138,224505
1766854712.9975078,242191,224447
1766854713.0075068,242044,224480
1766854713.0175185,242044,224480
1766854713.0275304,242044,224480
1766854713.0375192,242194,224449
1766854713.0475094,241861,224403
1766854713.0575073,241861,224403
1766854713.067509,241861,224403
1766854713.0775065,242094,224405
1766854713.0875046,241758,224375
1766854713.097511,241758,224375
1766854713.107506,241758,224375
1766854713.117517,241877,224332
1766854713.1275392,241807,224386
1766854713.1375244,241807,224386
1766854713.1475477,241807,224386
1766854713.1575227,241764,224285
1766854713.1675346,241899,224421
1766854713.177542,241899,224421
1766854713.1875455,241899,224421
1766854713.1975298,241802,224305
1766854713.2075317,241972,224440
1766854713.2175288,241972,224440
1766854713.2275307,241972,224440
1766854713.2375553,241901,224341
1766854713.2475266,242017,224472
1766854713.2575219,242017,224472
1766854713.267525,242017,224472
1766854713.277526,241956,224355
1766854713.2875268,242032,224461
1766854713.2975533,242032,224461
1766854713.3075495,242032,224461
1766854713.317611,242021,224380
1766854713.3275328,242027,224448
1766854713.3375275,242027,224448
1766854713.3475266,242027,224448
1766854713.3575191,242035,224389
1766854713.367649,242053,224453
1766854713.3775084,242053,224453
1766854713.3875074,242053,224453
1766854713.397506,242034,224380
1766854713.4075065,242070,224464
1766854713.4175062,242070,224464
1766854713.4275208,242070,224464
1766854713.437531,242041,224383
1766854713.4475126,242102,224467
1766854713.4575298,242102,224467
1766854713.4675057,242102,224467
1766854713.4775486,242060,224385
1766854713.48753,242131,224486
1766854713.4975245,242131,224486
1766854713.5075226,242131,224486
1766854713.5186362,242108,224388
1766854713.5275133,242129,224486
1766854713.5378182,242129,224486
1766854713.547509,242129,224486
1766854713.557509,242145,224411
1766854713.5675037,242157,224477
1766854713.5775135,242157,224477
1766854713.587508,242157,224477
1766854713.597506,242177,224415
1766854713.607506,242182,224493
1766854713.617506,242182,224493
1766854713.6275246,242182,224493
1766854713.6375227,242186,224415
1766854713.6475635,242195,224498
1766854713.6575449,242195,224498
1766854713.6675622,242195,224498
1766854713.6775415,242219,224428
1766854713.6875446,242057,224447
1766854713.697531,242057,224447
1766854713.7075274,242057,224447
1766854713.7175295,242124,224385
1766854713.72754,241860,224361
1766854713.7375407,241860,224361
1766854713.7475243,241860,224361
1766854713.7576907,241896,224297
1766854713.7675326,241806,224322
1766854713.7775407,241806,224322
1766854713.78784,241806,224322
1766854713.7976706,241742,224256
1766854713.8075433,241798,224356
1766854713.8175755,241798,224356
1766854713.827536,241798,224356
1766854713.8375528,241767,224262
1766854713.8475242,241701,224373
1766854713.8578897,241701,224373
1766854713.8675368,241701,224373
1766854713.8775454,241855,224297
1766854713.888598,241869,224412
1766854713.8975353,241869,224412
1766854713.9088445,241869,224412
1766854713.9178174,241971,224330
1766854713.9275231,241978,224506
1766854713.9375155,241978,224506
1766854713.9475143,241978,224506
1766854713.9575133,241994,224342
1766854713.9676118,241996,224492
1766854713.9778144,241996,224492
1766854713.987517,241996,224492
1766854713.9975154,242023,224349
1766854714.007522,241996,224377
1766854714.017523,241996,224377
1766854714.027524,241996,224377
1766854714.0375912,242015,224336
1766854714.0475583,242009,224299
1766854714.057564,242009,224299
1766854714.067552,242009,224299
1766854714.077547,242036,224348
1766854714.0875528,242044,224374
1766854714.0975506,242044,224374
1766854714.1075242,242044,224374
1766854714.1175425,242124,224350
1766854714.12752,242104,224433
1766854714.1375222,242104,224433
1766854714.1475463,242104,224433
1766854714.157525,242147,224362
1766854714.167542,242126,224445
1766854714.1778183,242126,224445
1766854714.1875503,242126,224445
1766854714.1975336,242017,224363
1766854714.207906,242140,224443
1766854714.2175868,242140,224443
1766854714.2275364,242140,224443
1766854714.237539,242030,224387
1766854714.2475405,242191,224447
1766854714.2575371,242191,224447
1766854714.2675343,242191,224447
1766854714.2795372,242100,224404
1766854714.2880306,242194,224449
1766854714.2975454,242194,224449
1766854714.307535,242194,224449
1766854714.317523,242187,224406
1766854714.3275204,242094,224405
1766854714.337702,242094,224405
1766854714.347536,242094,224405
1766854714.3575222,242139,224361
1766854714.367547,241877,224332
1766854714.3775325,241877,224332
1766854714.387522,241877,224332
1766854714.3975341,241877,224332
1766854714.4075232,241764,224285
1766854714.4175425,241764,224285
1766854714.4275434,241764,224127
1766854714.4375327,241802,224305
1766854714.4475286,241802,224305
1766854714.4575298,241802,224305
1766854714.4675195,241774,224228
1766854714.4775295,241901,224341
1766854714.4875321,241901,224341
1766854714.4976163,241901,224341
1766854714.5078135,241865,224278
1766854714.5175533,241956,224355
1766854714.52753,241956,224355
1766854714.5375485,241956,224355
1766854714.5475528,241946,224301
1766854714.5575368,242021,224380
1766854714.5675228,242021,224380
1766854714.5775285,242021,224380
1766854714.587543,242038,224326
1766854714.5975285,242035,224389
1766854714.6075394,242035,224389
1766854714.6175568,242035,224389
1766854714.6275604,242063,224337
1766854714.6375241,242034,224380
1766854714.6475265,242034,224380
1766854714.6576958,242034,224380
1766854714.668648,242038,224313
1766854714.67786,242041,224383
1766854714.6875927,242041,224383
1766854714.697558,242041,224383
1766854714.7075653,242037,224314
1766854714.7175438,242060,224385
1766854714.727541,242060,224385
1766854714.7375681,242060,224385
1766854714.7474926,242061,224306
1766854714.7575219,242108,224388
1766854714.7675097,242108,224388
1766854714.777508,242108,224388
1766854714.7875237,242077,224312
1766854714.7975109,242145,224411
1766854714.8075063,242145,224411
1766854714.8175044,242145,224411
1766854714.827504,242096,224316
1766854714.8375041,242177,224415
1766854714.847507,242177,224415
1766854714.8575063,242177,224415
1766854714.867514,242096,224325
1766854714.8775086,242186,224415
1766854714.8875046,242186,224415
1766854714.8975084,242186,224415
1766854714.907507,242114,224327
1766854714.9175074,242219,224428
1766854714.9275117,242219,224428
1766854714.937526,242219,224428
1766854714.947509,242126,224326
1766854714.9575078,242124,224385
1766854714.9675105,242124,224385
1766854714.9775052,242124,224385
1766854714.987509,242066,224307
1766854714.9975147,241896,224297
1766854715.0075364,241896,224297
1766854715.0175285,241896,224297
1766854715.0275316,241846,224218
1766854715.0375178,241742,224256
1766854715.0475223,241742,224256
1766854715.0575216,241742,224256
1766854715.0675108,241676,224156
1766854715.0775075,241767,224262
1766854715.0875168,241767,224262
1766854715.0975266,241767,224262
1766854715.1075113,241694,224161
1766854715.117506,241855,224297
1766854715.1275134,241855,224297
1766854715.1375196,241855,224297
1766854715.1475198,241771,224188
1766854715.1575165,241971,224330
1766854715.167506,241971,224330
1766854715.1775138,241971,224330
1766854715.1875293,241859,224229
1766854715.1975076,241994,224342
1766854715.207508,241994,224342
1766854715.2175047,241994,224342
1766854715.227507,241909,224239
1766854715.2375066,242023,224349
1766854715.247518,242023,224349
1766854715.257525,242023,224349
1766854715.2675164,241926,224250
1766854715.2775311,242015,224336
1766854715.2875133,242015,224336
1766854715.297522,242015,224336
1766854715.3075228,241926,224245
1766854715.3175159,242036,224348
1766854715.3275206,242036,224348
1766854715.3375475,242036,224348
1766854715.347524,241941,224245
1766854715.3575306,242124,224350
1766854715.3675077,242124,224350
1766854715.3775218,242124,224350
1766854715.3875144,241980,224261
1766854715.3975143,242147,224362
1766854715.4075081,242147,224362
1766854715.417506,242147,224362
1766854715.4275064,242009,224272
1766854715.4375083,242017,224363
1766854715.4475079,242017,224363
1766854715.4575078,242017,224363
1766854715.4675076,242032,224283
1766854715.4775229,242030,224387
1766854715.487508,242030,224387
1766854715.4975312,242030,224387
1766854715.5075104,242053,224286
1766854715.517507,242100,224404
1766854715.5275066,242100,224404
1766854715.5375228,242100,224404
1766854715.5475242,242096,224289
1766854715.5575097,242187,224406
1766854715.567519,242187,224406
1766854715.5779436,242187,224406
1766854715.5875206,242101,224295
1766854715.5975266,242139,224361
1766854715.6075299,242139,224361
1766854715.6175077,242139,224361
1766854715.6275072,241967,224252
1766854715.6375132,241877,224332
1766854715.6475086,241877,224332
1766854715.6576087,241877,224332
1766854715.6675286,241784,224186
1766854715.6775265,241764,224127
1766854715.6876292,241764,224127
1766854715.6975815,241764,224127
1766854715.7075229,241712,224156
1766854715.7188954,241774,224228
1766854715.727535,241774,224228
1766854715.7375438,241774,224228
1766854715.7475255,241831,224195
1766854715.7575095,241865,224278
1766854715.7675145,241865,224278
1766854715.777516,241865,224278
1766854715.7875097,241934,224213
1766854715.797509,241946,224301
1766854715.8075063,241946,224301
1766854715.817506,241946,224301
1766854715.8275096,241902,224229
1766854715.8375077,242038,224326
1766854715.847507,242038,224326
1766854715.8575242,242038,224326
1766854715.8675065,241829,224233
1766854715.8775046,242063,224337
1766854715.887526,242063,224337
1766854715.8974907,242063,224337
1766854715.9075067,241894,224285
1766854715.9175036,242038,224313
1766854715.9275057,242038,224313
1766854715.937507,242038,224313
1766854715.9474757,241992,224336
1766854715.9575071,242037,224314
1766854715.9675035,242037,224314
1766854715.9775054,242037,224314
1766854715.9875073,242035,224292
1766854715.9975066,242061,224306
1766854716.0075393,242061,224306
1766854716.0175087,242061,224306
1766854716.027506,242061,224306
1766854716.0375347,242077,224312
1766854716.047525,242077,224312
1766854716.0575075,242077,224312
1766854716.0675123,242096,224316
1766854716.0775075,242096,224316
1766854716.0875256,242096,224316
1766854716.0975268,242123,224239
1766854716.107524,242096,224325
1766854716.1175094,242096,224325
1766854716.127579,242096,224325
1766854716.1377506,242139,224254
1766854716.1475222,242114,224327
1766854716.1575255,242114,224327
1766854716.167508,242114,224327
1766854716.177506,242167,224267
1766854716.1875057,242126,224326
1766854716.1975188,242126,224326
1766854716.2075074,242126,224326
1766854716.2175038,242051,224228
1766854716.2275045,242066,224307
1766854716.2375045,242066,224307
1766854716.247505,242066,224307
1766854716.257504,241844,224169
1766854716.2675033,241846,224218
1766854716.2775257,241846,224218
1766854716.2875087,241846,224218
1766854716.2975087,241748,224145
1766854716.307505,241676,224156
1766854716.3175051,241676,224156
1766854716.3275042,241676,224156
1766854716.3375225,241812,224191
1766854716.3475065,241694,224161
1766854716.357505,241694,224161
1766854716.3675044,241694,224161
1766854716.377504,241918,224222
1766854716.3875062,241771,224188
1766854716.397506,241771,224188
1766854716.407505,241771,224188
1766854716.4175131,241986,224242
1766854716.4275224,241859,224229
1766854716.437526,241859,224229
1766854716.4481344,241859,224229
1766854716.4575362,242035,224251
1766854716.4675248,241909,224239
1766854716.477518,241909,224239
1766854716.48752,241909,224239
1766854716.4975114,242033,224251
1766854716.507509,241926,224250
1766854716.518667,241926,224250
1766854716.5275142,241926,224250
1766854716.5375216,242035,224250
1766854716.5475094,241926,224245
1766854716.5575063,241926,224245
1766854716.5675387,241926,224245
1766854716.5775232,242060,224248
1766854716.5875325,241941,224245
1766854716.5975094,241941,224245
1766854716.6075044,241941,224245
1766854716.617506,242078,224266
1766854716.6275046,241980,224261
1766854716.637506,241980,224261
1766854716.6475198,241980,224261
1766854716.6575303,242113,224265
1766854716.667524,242009,224272
1766854716.6775098,242009,224272
1766854716.6875086,242009,224272
1766854716.6975083,242140,224266
1766854716.7075067,242032,224283
1766854716.717511,242032,224283
1766854716.7275124,242032,224283
1766854716.7375116,242164,224287
1766854716.7475002,242053,224286
1766854716.7575054,242053,224286
1766854716.7675035,242053,224286
1766854716.7775033,242190,224292
1766854716.787507,242096,224289
1766854716.7975218,242096,224289
1766854716.8075132,242096,224289
1766854716.8175266,242117,224252
1766854716.8275096,242101,224295
1766854716.8375068,242101,224295
1766854716.8475075,242101,224295
1766854716.8575108,241963,224209
1766854716.8675086,241967,224252
1766854716.8775048,241967,224252
1766854716.8875067,241967,224252
1766854716.8975213,241878,224176
1766854716.9075189,241784,224186
1766854716.9175189,241784,224186
1766854716.927964,241784,224186
1766854716.9375715,241913,224183
1766854716.9475298,241712,224156
1766854716.9575264,241712,224156
1766854716.96752,241712,224156
1766854716.9775574,241983,224204
1766854716.9875324,241831,224195
1766854716.9975243,241831,224195
1766854717.0075078,241831,224195
1766854717.0175111,242052,224237
1766854717.0275335,241934,224213
1766854717.0375278,241934,224213
1766854717.0475297,241934,224213
1766854717.057525,242085,224247
1766854717.067512,241902,224229
1766854717.0775166,241902,224229
1766854717.087515,241902,224229
1766854717.097506,242086,224245
1766854717.1075106,241829,224233
1766854717.1175048,241829,224233
1766854717.1275065,241829,224233
1766854717.1375065,242071,224239
1766854717.1475072,241894,224285
1766854717.1575155,241894,224285
1766854717.1675289,241894,224285
1766854717.1775064,242086,224235
1766854717.1875157,241992,224336
1766854717.197509,241992,224336
1766854717.2075083,241992,224336
1766854717.2175043,242110,224245
1766854717.2275045,242035,224292
1766854717.237505,242035,224292
1766854717.2475069,242035,224292
1766854717.2575054,242128,224246
1766854717.2675035,242061,224306
1766854717.277504,242061,224306
1766854717.287504,242061,224306
1766854717.2975082,242143,224251
1766854717.3075056,242095,224167
1766854717.3175113,242095,224167
1766854717.327507,242095,224167
1766854717.3375053,242168,224262
1766854717.347508,242123,224239
1766854717.3575032,242123,224239
1766854717.3675036,242123,224239
1766854717.3775024,242230,224271
1766854717.3875053,242139,224254
1766854717.3975065,242139,224254
1766854717.4075036,242139,224254
1766854717.4175334,242202,224246
1766854717.4275067,242167,224267
1766854717.437504,242167,224267
1766854717.447505,242167,224267
1766854717.4575064,241843,224170
1766854717.467516,242051,224228
1766854717.4775147,242051,224228
1766854717.487519,242051,224228
1766854717.497524,241593,224117
1766854717.5081165,241844,224169
1766854717.5175145,241844,224169
1766854717.5275147,241844,224169
1766854717.5405436,241732,224147
1766854717.5475209,241748,224145
1766854717.5575254,241748,224145
1766854717.567512,241748,224145
1766854717.577547,241876,224252
1766854717.587517,241812,224191
1766854717.597512,241812,224191
1766854717.607506,241812,224191
1766854717.617504,241943,224246
1766854717.6275063,241918,224222
1766854717.6375046,241918,224222
1766854717.6475055,241918,224222
1766854717.657528,241918,224222
1766854717.667525,241986,224242
1766854717.6775277,241986,224242
1766854717.6875262,241986,224124
1766854717.6975236,242035,224251
1766854717.7075229,242035,224251
1766854717.7175133,242035,224251
1766854717.7275052,241997,224182
1766854717.7375057,242033,224251
1766854717.747518,242033,224251
1766854717.7575219,242033,224251
1766854717.7675376,241988,224189
1766854717.7775245,242035,224250
1766854717.7875524,242035,224250
1766854717.7975376,242035,224250
1766854717.8075354,242016,224210
1766854717.8176475,242060,224248
1766854717.8275878,242060,224248
1766854717.8375788,242060,224248
1766854717.8476028,242057,224207
1766854717.857526,242078,224266
1766854717.8675234,242078,224266
1766854717.8775332,242078,224266
1766854717.8876598,242069,224202
1766854717.8975494,242113,224265
1766854717.9078336,242113,224265
1766854717.9175549,242113,224265
1766854717.9275286,242090,224215
1766854717.937546,242140,224266
1766854717.9476392,242140,224266
1766854717.9575224,242140,224266
1766854717.967524,242105,224219
1766854717.9775078,242164,224287
1766854717.9875069,242164,224287
1766854717.9975078,242164,224287
1766854718.0075746,242124,224223
1766854718.017504,242190,224292
1766854718.027522,242190,224292
1766854718.0375125,242190,224292
1766854718.047509,241968,224159
1766854718.057508,242117,224252
1766854718.067506,242117,224252
1766854718.0775862,242117,224252
1766854718.0875118,241726,224073
1766854718.0975196,241963,224209
1766854718.1075125,241963,224209
1766854718.117505,241963,224209
1766854718.127507,241631,224040
1766854718.1375077,241878,224176
1766854718.1475315,241878,224176
1766854718.1575081,241878,224176
1766854718.1675253,241690,224069
1766854718.1775064,241913,224183
1766854718.187527,241913,224183
1766854718.1975224,241913,224183
1766854718.207516,241778,224103
1766854718.217508,241983,224204
1766854718.227507,241983,224204
1766854718.2375119,241983,224204
1766854718.2475176,241851,224115
1766854718.2575123,242052,224237
1766854718.2675047,242052,224237
