t,red,ir
1766854725.0475056,241575,223800
1766854725.057507,241781,223919
1766854725.0675395,241781,223919
1766854725.0775142,241781,223919
1766854725.0875065,241608,223807
1766854725.0976985,241828,223920
1766854725.107522,241828,223920
1766854725.1175077,241828,223920
1766854725.127515,241652,223835
1766854725.1375139,241910,223919
1766854725.1475117,241910,223919
1766854725.1575267,241910,223919
1766854725.1675434,241678,223830
1766854725.1777122,241846,223905
1766854725.1875224,241846,223905
1766854725.197533,241846,223905
1766854725.2075279,241718,223844
1766854725.2175243,241756,223934
1766854725.227508,241756,223934
1766854725.237515,241756,223934
1766854725.2475057,241721,223837
1766854725.2575073,241717,223933
1766854725.2675056,241717,223933
1766854725.2775083,241717,223933
1766854725.2875183,241743,223851
1766854725.2975132,241710,223923
1766854725.307507,241710,223923
1766854725.3186173,241710,223923
1766854725.3275256,241698,223816
1766854725.337526,241515,223844
1766854725.3475513,241515,223844
1766854725.357534,241515,223844
1766854725.3675323,241410,223725
1766854725.377541,241416,223720
1766854725.3875399,241416,223720
1766854725.3975413,241416,223720
1766854725.4075577,241169,223629
1766854725.4175448,241454,223671
1766854725.4290638,241454,223671
1766854725.4375317,241454,223671
1766854725.4475596,241148,223648
1766854725.4575338,241527,223748
1766854725.4675324,241527,223748
1766854725.4775317,241527,223748
1766854725.487539,241283,223661
1766854725.4975424,241603,223835
1766854725.5075397,241603,223835
1766854725.5175362,241603,223835
1766854725.5275447,241424,223711
1766854725.537532,241645,223852
1766854725.5475566,241645,223852
1766854725.557545,241645,223852
1766854725.567591,241392,223741
1766854725.577531,241634,223846
1766854725.5875404,241634,223846
1766854725.5975327,241634,223846
1766854725.6075487,241345,223745
1766854725.617542,241630,223850
1766854725.6286006,241630,223850
1766854725.6375327,241630,223850
1766854725.647551,241373,223734
1766854725.6577017,241654,223853
1766854725.6675255,241654,223853
1766854725.6775315,241654,223853
1766854725.687537,241471,223816
1766854725.6976237,241681,223854
1766854725.7075448,241681,223854
1766854725.7175188,241681,223854
1766854725.7275157,241522,223842
1766854725.7375247,241714,223869
1766854725.747513,241714,223869
1766854725.7575064,241714,223869
1766854725.7675078,241578,223755
1766854725.7775073,241757,223884
1766854725.787507,241757,223884
1766854725.7975254,241757,223884
1766854725.807509,241786,223884
1766854725.8175073,241786,223884
1766854725.827507,241786,223884
1766854725.8375053,241786,223727
1766854725.8475068,241794,223892
1766854725.8575037,241794,223892
1766854725.8675075,241794,223892
1766854725.8775067,241664,223788
1766854725.8875058,241810,223885
1766854725.897506,241810,223885
1766854725.9075348,241810,223885
1766854725.9175239,241718,223824
1766854725.9275203,241655,223831
1766854725.9375212,241655,223831
1766854725.9483056,241655,223831
1766854725.9580781,241683,223813
1766854725.9679515,241389,223730
1766854725.9775193,241389,223730
1766854725.987512,241389,223730
1766854725.997511,241480,223734
1766854726.0075102,241254,223685
1766854726.0175078,241254,223685
1766854726.0275056,241254,223685
1766854726.0375211,241223,223635
1766854726.0475094,241325,223714
1766854726.0575192,241325,223714
1766854726.0675073,241325,223714
1766854726.0775142,241168,223629
1766854726.08752,241387,223740
1766854726.0975153,241387,223740
1766854726.1075237,241387,223740
1766854726.1175125,241239,223647
1766854726.1275065,241486,223775
1766854726.1375065,241486,223775
1766854726.14751,241486,223775
1766854726.1575053,241365,223701
1766854726.1675065,241555,223797
1766854726.177519,241555,223797
1766854726.1875088,241555,223797
1766854726.1975112,241438,223719
1766854726.2075043,241563,223801
1766854726.2175212,241563,223801
1766854726.2275178,241563,223801
1766854726.2375262,241483,223730
1766854726.2475085,241557,223784
1766854726.257514,241557,223784
1766854726.267508,241557,223784
1766854726.277506,241489,223742
1766854726.2875283,241575,223800
1766854726.2975214,241575,223800
1766854726.3075173,241575,223800
1766854726.3175263,241492,223742
1766854726.3275142,241608,223807
1766854726.3375185,241608,223807
1766854726.3475082,241608,223807
1766854726.357521,241530,223753
1766854726.3675272,241652,223835
1766854726.3775122,241652,223835
1766854726.3875074,241652,223835
1766854726.3975112,241567,223757
1766854726.4075124,241678,223830
1766854726.417507,241678,223830
1766854726.4275062,241678,223830
1766854726.4375074,241607,223765
1766854726.4475064,241718,223844
1766854726.4575064,241718,223844
1766854726.467508,241718,223844
1766854726.4775062,241638,223781
1766854726.4875183,241721,223837
1766854726.497508,241721,223837
1766854726.5075138,241721,223837
1766854726.5175083,241658,223791
1766854726.5275054,241743,223851
1766854726.537524,241743,223851
1766854726.5475113,241743,223851
1766854726.557506,241708,223793
1766854726.567513,241698,223816
1766854726.5775075,241698,223816
1766854726.5875087,241698,223816
1766854726.5975106,241724,223810
1766854726.6075072,241410,223725
1766854726.617505,241410,223725
1766854726.6275213,241410,223725
1766854726.6375198,241609,223772
1766854726.647522,241169,223629
1766854726.6575325,241169,223629
1766854726.667528,241169,223629
1766854726.6775105,241399,223686
1766854726.687555,241148,223648
1766854726.6978815,241148,223648
1766854726.7075224,241148,223648
1766854726.717523,241277,223650
1766854726.7275188,241283,223661
1766854726.7375247,241283,223661
1766854726.7475,241283,223661
1766854726.7575061,241338,223669
1766854726.767505,241424,223711
1766854726.7775111,241424,223711
1766854726.7875092,241424,223711
1766854726.7975123,241405,223698
1766854726.807508,241392,223741
1766854726.8175054,241392,223741
1766854726.8275054,241392,223741
1766854726.8375046,241483,223722
1766854726.8475056,241345,223745
1766854726.8575256,241345,223745
1766854726.8675067,241345,223745
1766854726.877525,241513,223737
1766854726.8875115,241373,223734
1766854726.8975086,241373,223734
1766854726.907507,241373,223734
1766854726.9175062,241532,223744
1766854726.927544,241471,223816
1766854726.937512,241471,223816
1766854726.9475083,241471,223816
1766854726.9575052,241532,223729
1766854726.9677212,241522,223842
1766854726.9775088,241522,223842
1766854726.9875336,241522,223842
1766854726.9975467,241551,223748
1766854727.0089993,241578,223755
1766854727.0175273,241578,223755
1766854727.0275223,241578,223755
1766854727.0375333,241538,223747
1766854727.048036,241617,223684
1766854727.0575526,241617,223684
1766854727.0675373,241617,223684
1766854727.0775313,241633,223754
1766854727.0875356,241663,223727
1766854727.0975273,241663,223727
1766854727.1076365,241663,223727
1766854727.1187205,241675,223766
1766854727.127533,241664,223788
1766854727.1375332,241664,223788
1766854727.147566,241664,223788
1766854727.1575522,241750,223801
1766854727.16754,241718,223824
1766854727.1775296,241718,223824
1766854727.187535,241718,223824
1766854727.1975362,241623,223782
1766854727.2075074,241683,223813
1766854727.217509,241683,223813
1766854727.2275052,241683,223813
1766854727.2375064,241535,223781
1766854727.2475266,241480,223734
1766854727.2575085,241480,223734
1766854727.2675047,241480,223734
1766854727.2775037,241463,223732
1766854727.2875051,241223,223635
1766854727.2975347,241223,223635
1766854727.3075268,241223,223635
1766854727.3175564,241297,223706
1766854727.3275166,241168,223629
1766854727.33751,241168,223629
1766854727.3475053,241168,223629
1766854727.3575053,241192,223673
1766854727.3675666,241239,223647
1766854727.3775148,241239,223647
1766854727.3875053,241239,223647
1766854727.397506,241248,223575
1766854727.407505,241365,223701
1766854727.4175038,241365,223701
1766854727.4275038,241365,223701
1766854727.437504,241438,223719
1766854727.4475174,241438,223719
1766854727.457508,241438,223719
1766854727.4675155,241438,223642
1766854727.477519,241483,223730
1766854727.4875185,241483,223730
1766854727.4975188,241483,223730
1766854727.507533,241484,223703
1766854727.517545,241489,223742
1766854727.5275378,241489,223742
1766854727.5375233,241489,223742
1766854727.5475197,241487,223692
1766854727.5575354,241492,223742
1766854727.5675282,241492,223742
1766854727.5777345,241492,223742
1766854727.5907238,241486,223707
1766854727.5975354,241530,223753
1766854727.607541,241530,223753
1766854727.6175327,241530,223753
1766854727.6275256,241501,223712
1766854727.6375234,241567,223757
1766854727.647527,241567,223757
1766854727.6575522,241567,223757
1766854727.667573,241531,223715
1766854727.6775455,241607,223765
1766854727.6875453,241607,223765
1766854727.697523,241607,223765
1766854727.7075338,241566,223723
1766854727.7175457,241638,223781
1766854727.727539,241638,223781
1766854727.7375395,241638,223781
1766854727.7475255,241599,223728
1766854727.7575188,241658,223791
1766854727.7675226,241658,223791
1766854727.7775242,241658,223791
1766854727.7875228,241602,223736
1766854727.7975373,241708,223793
1766854727.8075366,241708,223793
1766854727.817542,241708,223793
1766854727.8275425,241625,223738
1766854727.8375251,241724,223810
1766854727.8475332,241724,223810
1766854727.8587422,241724,223810
1766854727.8675356,241612,223736
1766854727.8775475,241609,223772
1766854727.887532,241609,223772
1766854727.897522,241609,223772
1766854727.9075305,241403,223651
1766854727.9175377,241399,223686
1766854727.9275506,241399,223686
1766854727.9375305,241399,223686
1766854727.9475317,241130,223542
1766854727.9575632,241277,223650
1766854727.967528,241277,223650
1766854727.9775288,241277,223650
1766854727.9875612,241065,223516
1766854727.9975305,241338,223669
1766854728.0075262,241338,223669
1766854728.0175235,241338,223669
1766854728.02753,241157,223565
1766854728.0375288,241405,223698
1766854728.0475252,241405,223698
1766854728.0575218,241405,223698
1766854728.0676022,241270,223594
1766854728.077554,241483,223722
1766854728.088937,241483,223722
1766854728.0975409,241483,223722
1766854728.107545,241347,223634
1766854728.1175327,241513,223737
1766854728.1275291,241513,223737
1766854728.1375284,241513,223737
1766854728.1475475,241397,223652
1766854728.1575358,241532,223744
1766854728.16753,241532,223744
1766854728.177521,241532,223744
1766854728.1881986,241399,223649
1766854728.197533,241532,223729
1766854728.2075655,241532,223729
1766854728.2175484,241532,223729
1766854728.227543,241405,223644
1766854728.2375457,241551,223748
1766854728.247527,241551,223748
1766854728.257526,241551,223748
1766854728.267531,241441,223664
1766854728.277523,241538,223747
1766854728.2875166,241538,223747
1766854728.297518,241538,223747
1766854728.307539,241490,223682
1766854728.3175242,241633,223754
1766854728.327517,241633,223754
1766854728.337552,241633,223754
1766854728.3475363,241528,223692
1766854728.3575454,241675,223766
1766854728.3675437,241675,223766
1766854728.3775284,241675,223766
1766854728.387525,241567,223689
1766854728.397541,241750,223801
1766854728.4075284,241750,223801
1766854728.417529,241750,223801
1766854728.427533,241586,223696
1766854728.4375381,241623,223782
1766854728.4475656,241623,223782
1766854728.4575582,241623,223782
1766854728.4676027,241607,223711
1766854728.4775496,241535,223781
1766854728.487547,241535,223781
1766854728.4975371,241535,223781
1766854728.5075338,241566,223692
1766854728.517527,241463,223732
1766854728.5275333,241463,223732
1766854728.5375288,241463,223732
1766854728.5475423,241318,223598
1766854728.5575294,241297,223706
1766854728.5675232,241297,223706
1766854728.5775213,241297,223706
1766854728.5875206,241067,223494
1766854728.5975301,241192,223673
1766854728.6075637,241192,223673
1766854728.6175568,241192,223673
1766854728.627527,241038,223495
1766854728.637523,241248,223575
1766854728.6475275,241248,223575
1766854728.6575465,241248,223575
1766854728.6675124,241114,223523
1766854728.6775372,241351,223544
1766854728.6875288,241351,223544
1766854728.697526,241351,223544
1766854728.707555,241231,223562
1766854728.7175393,241444,223642
1766854728.7282882,241444,223642
1766854728.7375968,241444,223642
1766854728.74754,241314,223604
1766854728.757526,241484,223703
1766854728.767532,241484,223703
1766854728.7775378,241484,223703
1766854728.7879176,241437,223617
1766854728.7975368,241487,223692
1766854728.807537,241487,223692
1766854728.8175404,241487,223692
1766854728.8275318,241240,223611
1766854728.83752,241486,223707
1766854728.8475213,241486,223707
1766854728.8576226,241486,223707
1766854728.8675199,241257,223620
1766854728.8775284,241501,223712
1766854728.887529,241501,223712
1766854728.8975375,241501,223712
1766854728.9075437,241299,223652
1766854728.9175391,241531,223715
1766854728.9275308,241531,223715
1766854728.9375248,241531,223715
1766854728.947556,241445,223701
1766854728.9575381,241566,223723
1766854728.96755,241566,223723
1766854728.9777396,241566,223723
1766854728.9875891,241566,223723
1766854728.9975476,241599,223728
1766854729.0075307,241599,223728
1766854729.01753,241599,223728
1766854729.0275226,241599,223728
1766854729.0375535,241602,223736
1766854729.04753,241602,223736
1766854729.0583882,241544,223603
1766854729.0682287,241625,223738
1766854729.0775402,241625,223738
1766854729.087537,241625,223738
1766854729.1048198,241575,223673
1766854729.111556,241612,223736
1766854729.1175287,241612,223736
1766854729.127678,241612,223736
1766854729.1375446,241566,223680
1766854729.1475255,241403,223651
1766854729.1575205,241403,223651
1766854729.1675296,241403,223651
1766854729.177517,241345,223584
1766854729.1875148,241130,223542
1766854729.19753,241130,223542
1766854729.2075202,241130,223542
1766854729.2175186,241063,223471
1766854729.227521,241065,223516
1766854729.2375193,241065,223516
1766854729.2475321,241065,223516
1766854729.2575278,240992,223449
1766854729.2675443,241157,223565
1766854729.27752,241157,223565
1766854729.2875237,241157,223565
1766854729.2975247,241056,223481
1766854729.3075292,241270,223594
1766854729.317525,241270,223594
1766854729.3275363,241270,223594
1766854729.3375282,241170,223527
1766854729.347547,241347,223634
1766854729.3575256,241347,223634
1766854729.3675313,241347,223634
1766854729.3778777,241267,223563
1766854729.3875391,241397,223652
1766854729.397539,241397,223652
1766854729.4075234,241397,223652
1766854729.417519,241326,223585
1766854729.4275234,241399,223649
1766854729.4375265,241399,223649
1766854729.447534,241399,223649
1766854729.4575336,241331,223579
1766854729.4675329,241405,223644
1766854729.4799275,241405,223644
1766854729.48756,241405,223644
1766854729.4975424,241341,223596
1766854729.5075517,241441,223664
1766854729.517546,241441,223664
1766854729.5275455,241441,223664
1766854729.5375268,241368,223603
1766854729.5475402,241490,223682
1766854729.557528,241490,223682
1766854729.567526,241490,223682
1766854729.577636,241406,223612
1766854729.5875223,241528,223692
1766854729.5975254,241528,223692
1766854729.6075191,241528,223692
1766854729.6175234,241445,223616
1766854729.6275375,241567,223689
1766854729.6375272,241567,223689
1766854729.6475375,241567,223689
1766854729.6575499,241495,223633
1766854729.6675522,241586,223696
1766854729.6775355,241586,223696
1766854729.687636,241586,223696
1766854729.6975193,241515,223642
1766854729.7075377,241607,223711
1766854729.719175,241607,223711
1766854729.7275476,241607,223711
1766854729.737542,241550,223647
1766854729.747528,241566,223692
1766854729.7575219,241566,223692
1766854729.7675269,241566,223692
1766854729.7775328,241571,223669
1766854729.7875414,241318,223598
1766854729.7975266,241318,223598
1766854729.807526,241318,223598
1766854729.8175232,241479,223625
1766854729.827532,241067,223494
1766854729.837544,241067,223494
1766854729.8475738,241067,223494
1766854729.8575444,241217,223530
1766854729.8719776,241038,223495
1766854729.878961,241038,223495
1766854729.887537,241038,223495
1766854729.8975363,241061,223461
1766854729.9075375,241114,223523
1766854729.9175408,241114,223523
1766854729.9275212,241114,223523
1766854729.9375215,241097,223488
1766854729.9475212,241231,223562
1766854729.9575217,241231,223562
1766854729.9675195,241231,223562
1766854729.9775188,241212,223528
1766854729.9875252,241314,223604
1766854729.9975305,241314,223604
1766854730.007553,241314,223604
1766854730.0175812,241307,223566
1766854730.0275276,241437,223617
1766854730.0375214,241437,223617
1766854730.0475645,241437,223617
1766854730.0575266,241371,223581
1766854730.0675275,241240,223611
1766854730.077527,241240,223611
1766854730.0875487,241240,223611
1766854730.0981457,241384,223603
1766854730.1075356,241257,223620
1766854730.1175377,241257,223620
1766854730.1275306,241257,223620
1766854730.137536,241406,223596
1766854730.1475348,241299,223652
1766854730.1575334,241299,223652
1766854730.1675282,241299,223652
1766854730.177528,241410,223597
1766854730.1875288,241445,223701
1766854730.197527,241445,223701
1766854730.2075365,241445,223701
1766854730.2175994,241456,223612
1766854730.227536,241566,223723
1766854730.2376077,241566,223723
1766854730.24763,241566,223723
1766854730.2575474,241503,223624
1766854730.2675376,241599,223728
1766854730.2775426,241599,223728
1766854730.2875361,241599,223728
1766854730.2975242,241530,223638
1766854730.3075304,241544,223603
1766854730.3175259,241544,223603
1766854730.3275175,241544,223603
1766854730.3375196,241531,223634
1766854730.3475223,241575,223673
1766854730.35752,241575,223673
1766854730.3675156,241575,223673
1766854730.3775284,241617,223640
1766854730.3875475,241566,223680
1766854730.3975706,241566,223680
1766854730.4075336,241566,223680
1766854730.4175315,241540,223643
1766854730.4275289,241345,223584
1766854730.4375336,241345,223584
1766854730.4475286,241345,223584
1766854730.4575334,241426,223624
1766854730.4675272,241063,223471
1766854730.477526,241063,223471
1766854730.4875505,241063,223471
1766854730.4975579,241150,223539
1766854730.5075276,240992,223449
1766854730.5175352,240992,223449
1766854730.5275438,240992,223449
1766854730.5375388,241052,223497
1766854730.5475578,241056,223481
1766854730.5575438,241056,223481
1766854730.5675256,241056,223481
1766854730.5775247,241102,223577
1766854730.5875564,241170,223527
1766854730.5975256,241170,223527
1766854730.6075253,241170,223527
1766854730.6175196,241203,223510
1766854730.6275167,241267,223563
1766854730.6375215,241267,223563
1766854730.6475224,241267,223563
1766854730.657562,241267,223563
1766854730.6675527,241326,223585
1766854730.677539,241326,223585
1766854730.6875968,241326,223484
1766854730.6975262,241331,223579
1766854730.7075255,241331,223579
1766854730.7175412,241331,223579
1766854730.7276993,241357,223544
1766854730.7376041,241341,223596
1766854730.7475724,241341,223596
1766854730.7575552,241341,223596
1766854730.7717144,241345,223562
1766854730.777522,241368,223603
1766854730.787551,241368,223603
1766854730.797528,241368,223603
1766854730.8075423,241364,223553
1766854730.8175209,241406,223612
1766854730.82753,241406,223612
1766854730.8375423,241406,223612
1766854730.8475323,241400,223566
1766854730.8575218,241445,223616
1766854730.8675175,241445,223616
1766854730.8775215,241445,223616
1766854730.887654,241435,223588
1766854730.8975372,241495,223633
1766854730.907534,241495,223633
1766854730.917522,241495,223633
1766854730.9275239,241464,223593
1766854730.9375236,241515,223642
1766854730.947525,241515,223642
1766854730.9575498,241515,223642
1766854730.9675932,241488,223607
1766854730.9775612,241550,223647
1766854730.9875653,241550,223647
1766854730.9975462,241550,223647
1766854731.0075736,241534,223601
1766854731.0175388,241571,223669
1766854731.0275235,241571,223669
1766854731.0375264,241571,223669
1766854731.0475266,241559,223617
1766854731.0575364,241479,223625
1766854731.0675247,241479,223625
1766854731.0775194,241479,223625
1766854731.08754,241461,223586
1766854731.0975213,241217,223530
1766854731.1075335,241217,223530
1766854731.11752,241217,223530
1766854731.1275234,241176,223477
1766854731.137551,241061,223461
1766854731.1475425,241061,223461
1766854731.1575558,241061,223461
1766854731.1675417,240975,223396
1766854731.1775372,241097,223488
1766854731.188556,241097,223488
1766854731.1975195,241097,223488
1766854731.2075307,241002,223402
1766854731.2201185,241212,223528
1766854731.227531,241212,223528
1766854731.2375498,241212,223528
1766854731.2475474,241094,223450
1766854731.2575233,241307,223566
1766854731.2675154,241307,223566
1766854731.2775204,241307,223566
1766854731.2875195,241204,223488
1766854731.2975256,241371,223581
1766854731.3075316,241371,223581
1766854731.3175232,241371,223581
1766854731.3275275,241271,223509
1766854731.3375282,241384,223603
1766854731.347538,241384,223603
1766854731.3575401,241384,223603
1766854731.3675299,241294,223531
1766854731.377525,241406,223596
1766854731.3875313,241406,223596
1766854731.3975344,241406,223596
1766854731.4075353,241286,223524
1766854731.4175303,241410,223597
1766854731.4275277,241410,223597
1766854731.4375234,241410,223597
1766854731.4475267,241302,223519
1766854731.4575303,241456,223612
1766854731.467542,241456,223612
1766854731.477553,241456,223612
1766854731.4875774,241340,223538
1766854731.4975436,241503,223624
1766854731.5083299,241503,223624
1766854731.517539,241503,223624
1766854731.5275533,241382,223553
1766854731.5375426,241530,223638
1766854731.550035,241530,223638
1766854731.557561,241530,223638
1766854731.5675423,241461,223578
1766854731.5775266,241531,223634
1766854731.587523,241531,223634
1766854731.5977483,241531,223634
1766854731.60763,241462,223569
1766854731.6201,241617,223640
1766854731.627542,241617,223640
1766854731.637561,241617,223640
1766854731.647564,241459,223577
1766854731.6575716,241540,223643
1766854731.6675458,241540,223643
1766854731.6775603,241540,223643
1766854731.6875503,241514,223593
1766854731.6975274,241426,223624
1766854731.707529,241426,223624
1766854731.7175012,241426,223624
1766854731.7275653,241339,223521
1766854731.737565,241150,223539
1766854731.7476237,241150,223539
1766854731.7576423,241150,223539
1766854731.7675254,241032,223391
1766854731.7775412,241052,223497
1766854731.7875288,241052,223497
1766854731.7975464,241052,223497
1766854731.8075645,240923,223360
1766854731.8175268,241102,223577
1766854731.8275316,241102,223577
1766854731.837539,241102,223577
1766854731.8475323,240977,223386
1766854731.857525,241203,223510
1766854731.8675222,241203,223510
1766854731.8775218,241203,223510
1766854731.8875334,241065,223415
1766854731.8975446,241267,223563
1766854731.9075367,241267,223563
1766854731.9175274,241267,223563
1766854731.927508,241159,223458
1766854731.9376814,241334,223484
1766854731.9475472,241334,223484
1766854731.9575145,241334,223484
1766854731.967524,241258,223492
1766854731.9775069,241357,223544
1766854731.9875054,241357,223544
1766854731.9975135,241357,223544
1766854732.007621,241374,223505
1766854732.0175242,241345,223562
1766854732.0275073,241345,223562
1766854732.0375178,241345,223562
1766854732.047506,241338,223510
1766854732.0575154,241364,223553
1766854732.0675063,241364,223553
1766854732.0787342,241364,223553
1766854732.0875158,241400,223566
1766854732.097522,241400,223566
1766854732.1075175,241400,223566
1766854732.1175067,241400,223566
1766854732.1275048,241234,223529
1766854732.1375062,241435,223588
1766854732.1475115,241435,223588
1766854732.1575162,241435,223588
1766854732.167507,241353,223591
1766854732.1775155,241464,223593
1766854732.187507,241464,223593
1766854732.197507,241464,223593
1766854732.207514,241469,223664
1766854732.2175057,241488,223607
1766854732.2275047,241488,223607
1766854732.2375262,241488,223607
1766854732.2475302,241505,223577
1766854732.2575197,241534,223601
1766854732.267522,241534,223601
1766854732.2775204,241534,223601
1766854732.2875142,241559,223617
1766854732.297636,241559,223617
1766854732.3075175,241559,223617
1766854732.3175087,241559,223617
1766854732.3275044,241461,223586
1766854732.3375106,241461,223586
1766854732.3475113,241461,223586
1766854732.3575234,241287,223461
1766854732.3675094,241176,223477
1766854732.3775065,241176,223477
1766854732.3875058,241176,223477
1766854732.3975253,240990,223359
1766854732.4075203,240975,223396
1766854732.417528,240975,223396
1766854732.4275198,240975,223396
1766854732.4381394,240925,223349
1766854732.447524,241002,223402
1766854732.457567,241002,223402
1766854732.4675074,241002,223402
1766854732.4775054,240995,223383
1766854732.4875271,241094,223450
1766854732.4975178,241094,223450
1766854732.5075204,241094,223450
1766854732.5175083,241110,223420
1766854732.527506,241204,223488
1766854732.5375056,241204,223488
1766854732.5475078,241204,223488
1766854732.5575078,241203,223456
1766854732.5675175,241271,223509
1766854732.577507,241271,223509
1766854732.5875056,241271,223509
1766854732.5975049,241255,223473
1766854732.607507,241294,223531
1766854732.6176333,241294,223531
1766854732.6275113,241294,223531
1766854732.6375065,241278,223493
1766854732.6475074,241286,223524
1766854732.6575303,241286,223524
1766854732.6676726,241286,223524
1766854732.6775248,241291,223477
1766854732.6875095,241302,223519
1766854732.6975226,241302,223519
1766854732.7075334,241302,223519
1766854732.717516,241350,223493
1766854732.727522,241340,223538
1766854732.7375076,241340,223538
1766854732.747505,241340,223538
1766854732.7575066,241404,223523
1766854732.7675087,241382,223553
1766854732.7775056,241382,223553
1766854732.787515,241382,223553
1766854732.7975078,241447,223532
1766854732.8075085,241461,223578
1766854732.8175056,241461,223578
1766854732.8275127,241461,223578
1766854732.8375175,241490,223545
1766854732.8475072,241462,223569
1766854732.8575695,241462,223569
1766854732.8675063,241462,223569
1766854732.8775055,241512,223553
1766854732.8875191,241459,223577
1766854732.8975327,241459,223577
1766854732.9079502,241459,223577
1766854732.9185162,241546,223564
1766854732.9275224,241514,223593
1766854732.9375203,241514,223593
1766854732.9475234,241514,223593
1766854732.9575074,241570,223573
1766854732.9675035,241339,223521
1766854732.9775085,241339,223521
1766854732.9875042,241339,223521
1766854732.997519,241414,223512
1766854733.0075355,241032,223391
1766854733.017524,241032,223391
1766854733.027524,241032,223391
1766854733.0375097,241126,223418
1766854733.0475256,240923,223360
1766854733.0575073,240923,223360
1766854733.0675068,240923,223360
1766854733.0775192,241043,223380
1766854733.0875092,240977,223386
1766854733.0975068,240977,223386
1766854733.1075125,240977,223386
1766854733.117515,241114,223412
1766854733.127504,241065,223415
1766854733.1375449,241065,223415
1766854733.147524,241065,223415
1766854733.1575086,241220,223461
1766854733.1675072,241159,223458
1766854733.177506,241159,223458
1766854733.1875072,241159,223458
1766854733.1975346,241319,223483
1766854733.2075124,241258,223492
1766854733.2175047,241258,223492
1766854733.2275052,241258,223492
1766854733.2375236,241386,223515
1766854733.2475235,241374,223505
1766854733.25751,241374,223505
1766854733.267505,241374,223505
1766854733.2775056,241395,223523
1766854733.287505,241338,223510
1766854733.297507,241338,223510
1766854733.3075094,241338,223510
1766854733.3175054,241403,223509
1766854733.3275242,241276,223495
1766854733.3375084,241276,223495
1766854733.3475077,241276,223495
1766854733.357522,241425,223525
1766854733.3675172,241234,223529
1766854733.377507,241234,223529
1766854733.3875062,241234,223529
1766854733.397506,241458,223524
1766854733.4075298,241353,223591
1766854733.4175255,241353,223591
1766854733.4287286,241353,223591
1766854733.4375122,241512,223542
1766854733.447521,241469,223664
1766854733.4575214,241469,223664
1766854733.4675198,241469,223664
1766854733.4775066,241522,223553
1766854733.4875195,241505,223577
1766854733.4975345,241505,223577
1766854733.5075226,241505,223577
1766854733.517507,241531,223556
1766854733.5275161,241530,223509
1766854733.5375087,241530,223509
1766854733.5475075,241530,223509
1766854733.5575056,241558,223564
1766854733.5675037,241517,223489
1766854733.5775244,241517,223489
1766854733.5875337,241517,223489
1766854733.59752,241583,223570
1766854733.6075168,241287,223461
1766854733.6175063,241287,223461
1766854733.6275163,241287,223461
1766854733.637518,241512,223504
1766854733.6475165,240990,223359
1766854733.6575224,240990,223359
1766854733.6675267,240990,223359
1766854733.6775236,241270,223422
1766854733.687517,240925,223349
1766854733.6975079,240925,223349
1766854733.7075067,240925,223349
1766854733.7175045,241039,223408
1766854733.7275143,240995,223383
1766854733.7375073,240995,223383
1766854733.7475233,240995,223383
1766854733.7575076,241046,223426
1766854733.7675047,241110,223420
1766854733.7775042,241110,223420
1766854733.787505,241110,223420
1766854733.7975557,241202,223503
1766854733.8075092,241203,223456
1766854733.8175054,241203,223456
1766854733.8275044,241203,223456
1766854733.8375154,241377,223602
1766854733.8475177,241255,223473
1766854733.8575199,241255,223473
1766854733.867506,241255,223473
1766854733.877504,241422,223497
1766854733.8875127,241278,223493
1766854733.8975053,241278,223493
1766854733.9075246,241278,223493
1766854733.91765,241291,223477
1766854733.9276354,241291,223477
1766854733.9375193,241291,223477
1766854733.9475243,241291,223453
1766854733.957524,241350,223493
1766854733.9675257,241350,223493
1766854733.9775066,241350,223493
1766854733.9875116,241443,223512
1766854733.997507,241404,223523
1766854734.0075362,241404,223523
1766854734.0175166,241404,223523
1766854734.0275066,241484,223535
1766854734.037517,241447,223532
1766854734.0475237,241447,223532
1766854734.0575209,241447,223532
1766854734.067517,241532,223546
1766854734.0775077,241490,223545
1766854734.0875058,241490,223545
1766854734.0975127,241490,223545
1766854734.1075284,241559,223559
1766854734.1175113,241512,223553
1766854734.127505,241512,223553
1766854734.1375172,241512,223553
1766854734.1475086,241578,223554
1766854734.1575267,241546,223564
1766854734.167517,241546,223564
1766854734.1775186,241546,223564
1766854734.1875284,241608,223577
1766854734.1974826,241570,223573
1766854734.2075133,241570,223573
1766854734.2175064,241570,223573
1766854734.2275095,241553,223549
1766854734.237507,241414,223512
1766854734.2475061,241414,223512
1766854734.257519,241414,223512
1766854734.267508,241325,223456
1766854734.2775042,241126,223418
1766854734.2875047,241126,223418
1766854734.2975042,241126,223418
1766854734.307523,241111,223382
1766854734.3177397,241043,223380
1766854734.3275273,241043,223380
1766854734.3375082,241043,223380
1766854734.3487377,241092,223369
1766854734.357515,241114,223412
1766854734.3675165,241114,223412
1766854734.3775146,241114,223412
1766854734.3875058,241185,223413
1766854734.3975055,241220,223461
1766854734.407518,241220,223461
1766854734.417506,241220,223461
1766854734.4275112,241276,223448
1766854734.4375057,241319,223483
1766854734.447504,241319,223483
1766854734.4575055,241319,223483
1766854734.4675035,241356,223477
1766854734.4775138,241386,223515
1766854734.4875064,241386,223515
1766854734.497527,241386,223515
1766854734.5075276,241361,223469
1766854734.5175114,241395,223523
